player_name,bookmaker,line,predicted_rebounds,p_over_model,p_under_model,p_over_market_novig,p_under_market_novig,edge_over,edge_under,best_side,best_edge,calibration_bin,calibration_count
Cedric Coward,Bovada,4.5,6.7837365811987045,0.5967894239848914,0.40321057601510857,0.6875,0.3125,-0.09071057601510857,0.09071057601510857,under,0.09071057601510857,"(1.0, 3.0]",1059
Malik Monk,DraftKings,2.5,1.785091660374734,0.40591668343731135,0.5940833165626886,0.494909179767044,0.5050908202329559,-0.08899249632973266,0.08899249632973272,under,0.08899249632973272,"(-1.0, 0.0]",4969
Mitchell Robinson,FanDuel,7.5,7.443470026009957,0.40591668343731135,0.5940833165626886,0.4939310568053083,0.5060689431946916,-0.08801437336799695,0.088014373367997,under,0.088014373367997,"(-1.0, 0.0]",4969
Miles Bridges,FanDuel,5.5,5.180079300037858,0.40591668343731135,0.5940833165626886,0.4939310568053083,0.5060689431946916,-0.08801437336799695,0.088014373367997,under,0.088014373367997,"(-1.0, 0.0]",4969
Taylor Hendricks,DraftKings,5.5,4.240360858488856,0.3388581952117864,0.6611418047882136,0.4260237780713342,0.5739762219286657,-0.08716558285954779,0.0871655828595479,under,0.0871655828595479,"(-3.0, -1.0]",543
Jalen Johnson,DraftKings,10.5,10.180561720763558,0.40591668343731135,0.5940833165626886,0.4928711096627016,0.5071288903372982,-0.08695442622539024,0.0869544262253904,under,0.0869544262253904,"(-1.0, 0.0]",4969
Taylor Hendricks,Bovada,5.5,4.240360858488856,0.3388581952117864,0.6611418047882136,0.4248366013071895,0.5751633986928104,-0.08597840609540308,0.08597840609540319,under,0.08597840609540319,"(-3.0, -1.0]",543
Malik Monk,BetOnline.ag,2.5,1.785091660374734,0.40591668343731135,0.5940833165626886,0.49179655455291227,0.5082034454470877,-0.08587987111560091,0.08587987111560091,under,0.08587987111560091,"(-1.0, 0.0]",4969
Zaccharie Risacher,BetOnline.ag,4.5,4.154839863239178,0.40591668343731135,0.5940833165626886,0.49179655455291227,0.5082034454470877,-0.08587987111560091,0.08587987111560091,under,0.08587987111560091,"(-1.0, 0.0]",4969
LaMelo Ball,DraftKings,4.5,4.623995446286303,0.47469458987783597,0.525305410122164,0.558797046641455,0.4412029533585449,-0.08410245676361905,0.0841024567636191,under,0.0841024567636191,"(0.0, 1.0]",6876
Jalen Johnson,Bovada,10.5,10.180561720763558,0.40591668343731135,0.5940833165626886,0.48987854251012153,0.5101214574898786,-0.08396185907281017,0.08396185907281006,under,0.08396185907281006,"(-1.0, 0.0]",4969
Jalen Johnson,BetMGM,10.5,10.180561720763558,0.40591668343731135,0.5940833165626886,0.48987854251012153,0.5101214574898786,-0.08396185907281017,0.08396185907281006,under,0.08396185907281006,"(-1.0, 0.0]",4969
Malik Monk,Bovada,2.5,1.785091660374734,0.40591668343731135,0.5940833165626886,0.48987854251012153,0.5101214574898786,-0.08396185907281017,0.08396185907281006,under,0.08396185907281006,"(-1.0, 0.0]",4969
Rob Dillingham,BetMGM,2.5,2.747937078432519,0.47469458987783597,0.525305410122164,0.5575221238938053,0.4424778761061947,-0.08282753401596932,0.08282753401596932,under,0.08282753401596932,"(0.0, 1.0]",6876
Jalen Williams,DraftKings,3.5,4.086613441582269,0.47469458987783597,0.525305410122164,0.5566882639050917,0.4433117360949082,-0.08199367402725577,0.08199367402725583,under,0.08199367402725583,"(0.0, 1.0]",6876
Tyrese Maxey,DraftKings,3.5,3.6815747355716413,0.47469458987783597,0.525305410122164,0.39325842696629215,0.6067415730337079,0.08143616291154382,-0.08143616291154387,over,0.08143616291154382,"(0.0, 1.0]",6876
Ace Bailey,Bovada,3.5,4.763645292904361,0.5967894239848914,0.40321057601510857,0.6768402154398564,0.32315978456014366,-0.08005079145496496,0.08005079145496491,under,0.08005079145496491,"(1.0, 3.0]",1059
Maxime Raynaud,FanDuel,8.5,8.825488595114452,0.47469458987783597,0.525305410122164,0.5543606364172068,0.4456393635827931,-0.07966604653937082,0.07966604653937093,under,0.07966604653937093,"(0.0, 1.0]",6876
Devin Carter,BetRivers,4.5,2.9262903885477303,0.3388581952117864,0.6611418047882136,0.41757244960197687,0.5824275503980232,-0.07871425439019047,0.07871425439019042,under,0.07871425439019042,"(-3.0, -1.0]",543
Josh Hart,DraftKings,6.5,8.120013939579968,0.5967894239848914,0.40321057601510857,0.5182600227235838,0.48173997727641615,0.07852940126130759,-0.07852940126130759,over,0.07852940126130759,"(1.0, 3.0]",1059
Grayson Allen,Bovada,3.5,3.197745925610455,0.40591668343731135,0.5940833165626886,0.32941176470588235,0.6705882352941177,0.076504918731429,-0.07650491873142906,over,0.076504918731429,"(-1.0, 0.0]",4969
Rudy Gobert,FanDuel,12.5,12.54812756419283,0.47469458987783597,0.525305410122164,0.5510744774801295,0.44892552251987045,-0.07637988760229353,0.07637988760229358,under,0.07637988760229358,"(0.0, 1.0]",6876
Cason Wallace,DraftKings,2.5,2.8790619630095002,0.47469458987783597,0.525305410122164,0.5503663681444749,0.4496336318555252,-0.07567177826663896,0.07567177826663884,under,0.07567177826663884,"(0.0, 1.0]",6876
Kelly Oubre Jr,DraftKings,3.5,3.5035813902658557,0.47469458987783597,0.525305410122164,0.4007285974499089,0.599271402550091,0.07396599242792706,-0.07396599242792701,over,0.07396599242792706,"(0.0, 1.0]",6876
