player_name,bookmaker,line,predicted_points,P_over_model,P_over_market,edge_over,edge_under,best_side,best_edge
Luka Garza,FanDuel,5.5,8.387527697473326,0.686004355014345,0.532258064516129,0.15374629049821598,-0.15374629049821587,over,0.15374629049821598
Evan Mobley,FanDuel,17.5,19.713156932863086,0.6720612667588428,0.5191532258064516,0.1529080409523912,-0.1529080409523912,over,0.1529080409523912
Jaden McDaniels,BetOnline.ag,16.5,14.166782477098725,0.34452541166572104,0.4969046636401156,-0.15237925197439456,0.1523792519743945,under,0.1523792519743945
Jaden McDaniels,DraftKings,16.5,14.166782477098725,0.34452541166572104,0.4958445875753168,-0.15131917590959576,0.15131917590959587,under,0.15131917590959587
Chet Holmgren,DraftKings,14.5,16.45297921912022,0.6278833864744435,0.4770335727409387,0.1508498137335048,-0.1508498137335048,over,0.1508498137335048
Sam Hauser,BetOnline.ag,7.5,9.324720137196357,0.6375132494224114,0.48974190636412124,0.14777134305829015,-0.1477713430582901,over,0.14777134305829015
Zaccharie Risacher,DraftKings,7.5,9.337489746400124,0.6191395885138496,0.47193347193347185,0.1472061165803778,-0.14720611658037763,over,0.1472061165803778
Sam Hauser,DraftKings,7.5,9.324720137196357,0.6375132494224114,0.4905802562170309,0.1469329932053805,-0.14693299320538045,over,0.1469329932053805
Ayo Dosunmu,DraftKings,16.5,14.775244482247867,0.3791809642249877,0.5259594617046021,-0.14677849747961436,0.14677849747961436,under,0.14677849747961436
Luka Garza,DraftKings,5.5,8.387527697473326,0.686004355014345,0.5407914020517831,0.14521295296256187,-0.14521295296256187,over,0.14521295296256187
Drake Powell,FanDuel,7.5,6.258879861259912,0.37817400623340414,0.5191532258064516,-0.1409792195730475,0.1409792195730475,under,0.1409792195730475
Isaiah Hartenstein,DraftKings,6.5,7.448525278994485,0.5767445304133855,0.4368658399098084,0.1398786905035771,-0.13987869050357715,over,0.1398786905035771
